uid,latitude,longitude,date,split
juny,35.1245,-120.569,2021-01-27,train
juoq,35.8942452,-79.03179695,2015-02-11,test
jupu,35.71962874,-79.13826115,2013-07-22,train
jupv,35.71385335,-79.14898831,2016-08-10,test
jurd,34.97,-79.08516915,2021-09-29,train
juse,33.3981,-117.263,2018-09-28,test
jusz,39.264159,-79.951664,2015-08-31,test
jutg,32.66237,-97.61238,2017-06-12,train
juup,35.794,-79.01848283,2016-05-24,train
juvd,37.9674,-121.464,2013-05-21,train
juwq,41.295131,-80.399164,2015-10-07,test
juxl,41.141242,-81.161385,2019-07-10,train
juxy,37.1145,-120.89,2021-02-09,train
juyq,37.1145,-120.89,2021-04-13,train
juyx,35.4417,-119.549,2015-08-26,train
juzb,41.134181,-80.967646,2019-08-14,train
jvad,33.8306,-109.0851,2017-07-13,train
jvbk,36.06,-78.76,2020-03-18,train
jved,37.63238,-98.69257,2015-08-17,train
jvei,35.66586707,-79.23811762,2017-08-16,train
jvej,44.453333,-82.341667,2014-08-11,train
jvfg,38.3068,-121.693,2021-08-19,test
jvfu,38.1033,-86.99485444,2016-07-05,test
jvgo,38.55963001,-75.56655502,2020-08-06,train
jvgp,35.67864212,-79.21438935,2018-06-13,train
jvgt,35.90604673,-79.12625046,2020-01-09,train
jvgu,40.03675,-78.6335,2019-04-30,train
jvha,35.8,-79.04062921,2017-11-15,train
jvho,36.04,-79.0896182,2018-07-17,train
jvhw,35.79,-79.0363779,2021-06-17,train
jvir,35.2469,-120.682,2019-09-24,test
jviu,35.68505626,-79.20247578,2015-05-06,train
jvjf,41.90588,-76.16548,2017-11-14,train
jvjg,35.90961825,-79.15483507,2021-10-12,train
jvjp,35.66315238,-79.24315987,2019-04-10,test
jvlr,43.58,-77.2,2017-04-09,train
jvmz,36.42,-79.07696313,2019-08-28,train
jvnv,39.79219,-99.97105,2015-06-15,train
jvnw,35.98,-78.84239281,2021-11-18,train
jvos,35.8704558,-78.84139856,2018-04-11,train
jvqc,39.1853,-121.704,2018-04-18,train
jvra,41.811158,-77.199992,2018-06-19,train
jvru,44.6471,-100.7009,2017-06-01,train
jvsb,32.9425,-117.083,2015-03-02,train
jvte,35.63267856,-79.29976168,2016-05-09,test
jvtk,38.1602,-121.206,2016-06-21,train
jvuv,36.3559,-119.279,2018-07-26,test
jvwj,36.18,-79.05308656,2018-05-30,train
jvwn,35.88952459,-78.99401555,2020-01-09,train
jvws,39.01195,-95.61955,2019-07-08,train
jvwt,38.51586531,-95.73903003,2018-09-17,train
jvxl,35.91517739,-79.19932764,2015-01-27,test
jvye,35.85974125,-78.75564472,2013-05-15,test
jvze,41.57591,-75.70621,2021-07-26,train
jway,35.98,-78.80560566,2019-05-29,train
jwbg,41.517,-72.729,2021-08-31,train
jwbk,37.5394,-121.122,2017-03-14,train
jwcf,35.69883,-79.08199,2015-05-06,train
jwcq,36.43,-79.07513407,2019-09-18,train
jwcr,36.06,-78.76,2018-02-06,test
jwdy,35.79,-79.03598243,2021-05-24,train
jwep,35.976,-78.7238288,2014-02-24,test
jweq,37.3204,-120.983,2014-08-12,test
jwew,37.3032,-122.075,2018-05-11,test
jwfg,37.9674,-121.464,2016-05-17,train
jwfo,35.63062923,-79.30356809,2015-08-06,train
jwgz,35.70914255,-79.15773811,2016-10-05,train
jwhj,36.92047,-95.15494,2017-09-25,train
jwig,39.1766,-122.189,2013-11-21,train
jwje,35.89489739,-79.03701675,2015-05-06,test
jwjn,35.89169856,-79.01141488,2021-03-17,test
jwjv,35.88480398,-78.95623414,2017-10-18,test
jwjz,35.89048735,-79.00172096,2020-06-10,test
jwkt,37.2486,-120.851,2019-03-12,train
jwky,35.88986621,-78.99674973,2020-03-11,train
jwlj,36.8698,-121.815,2021-04-28,train
jwlu,45.516667,-83.416667,2013-03-29,train
jwlw,38.0609,-121.209,2016-03-07,test
jwmc,35.87536275,-78.88067134,2021-03-17,train
jwmr,36.17,-79.05274052,2018-08-16,train
jwmy,39.16522,-96.91105,2015-08-10,train
jwnj,35.87486584,-78.87669435,2020-09-24,train
jwnz,36.5597,-121.51,2014-08-26,train
jwor,38.1602,-121.206,2015-01-20,test
jwpd,35.66698489,-79.23604139,2017-01-24,train
jwrm,36.055,-78.763,2015-07-22,train
jwru,38.51613412,-95.70697032,2019-07-29,train
jwsu,36.9767,-121.51,2021-01-27,train
jwta,36.7518,-121.742,2016-08-30,train
jwul,35.66568,-79.04769826,2015-06-26,test
jwvf,39.42401,-75.68735,2017-08-14,train
jwvh,37.7261,-122.163,2013-04-04,train
jwvk,37.2486,-120.851,2014-03-03,train
jwvr,35.70299456,-79.16915734,2014-07-15,train
jwwc,36.5,-79.06623597,2019-05-28,train
jwwq,35.9014814,-79.08971186,2017-10-18,train
jwwy,35.794,-79.01986698,2016-09-20,train
jwxk,37.6106,-121.229,2019-01-17,test
jwye,36.00756,-78.96841367,2013-07-09,train
jwzh,35.91511528,-79.19883052,2015-01-27,train
jwzk,39.14365,-95.40445,2017-08-28,train
jwzx,37.4368,-121.133,2014-02-10,train
jxaf,34.9638,-120.642,2014-04-21,test
jxai,42.081667,-81.011667,2015-08-11,test
jxau,36.11,-78.90204766,2018-05-21,train
jxfb,35.69442463,-79.18507505,2016-08-10,test
jxgh,35.976,-78.71189783,2013-04-24,test
jxgt,38.76050002,-75.20283333,2019-07-10,test
jxhi,33.1883,-117.362,2013-05-02,train
jxik,35.86834394,-78.82449636,2017-01-24,train
jxji,37.9674,-121.464,2015-07-21,train
jxke,36.04,-79.08867896,2018-08-15,test
jxkz,35.68300693,-79.20628219,2015-12-07,train
jxld,36.5597,-121.51,2019-05-15,train
jxlm,35.8,-79.04028318,2017-10-18,train
jxlr,35.68492319,-79.20272295,2015-05-20,train
jxls,35.976,-78.71686907,2013-08-14,train
jxlv,38.07833,-122.7434,2017-06-06,test
jxmo,35.70520358,-79.16505432,2016-09-15,train
jxng,35.86179099,-78.7720498,2014-03-19,test
jxoi,38.0601,-121.499,2015-12-08,train
jxqx,36.3386,-119.457,2013-06-19,train
jxqz,36.635965,-105.449618,2017-08-16,train
jxrr,36.106,-78.89707642,2013-06-19,train
jxru,35.72032072,-79.13697587,2019-08-26,train
jxth,35.74,-79.02,2021-03-17,train
jxti,41.501567,-72.224735,2017-08-17,train
jxtp,36.7518,-121.742,2013-03-27,test
jxuk,39.03917524,-95.69083603,2017-07-25,train
jxul,41.707665,-73.382964,2021-08-26,train
jxve,35.88921402,-78.99152993,2019-12-05,train
jxvt,39.03917524,-95.69083603,2018-07-17,train
jxwd,36.172,-79.05160354,2013-08-01,train
jxxa,35.76,-79.10746384,2020-08-20,train
jxxe,35.125,-78.72084606,2014-08-13,train
jxxs,35.04,-79.12041552,2014-07-30,train
jxxt,37.3504,-120.962,2015-04-29,train
jxyg,41.70986917,-85.0363,2018-06-19,test
jxyt,35.117,-78.72507161,2014-08-13,train
jxyv,35.55,-78.02,2020-01-14,train
jyax,35.71369366,-79.14928491,2016-08-24,test
jyca,44.877646,-93.557842,2013-08-19,train
jycw,35.48,-79.05802994,2021-05-20,train
jydf,35.68441751,-79.20366219,2015-06-22,train
jydu,36.13,-79.06831219,2021-06-23,train
jyer,35.51,-79.09302914,2017-06-27,train
jygb,33.07556,-92.6606,2017-09-06,train
jygm,35.71654143,-79.14399548,2018-09-20,test
jygt,39.3992,-99.42481,2021-09-07,test
jyhv,31.89191,-90.60142,2017-09-19,train
jyiy,36.7368,-121.734,2014-08-27,train
jyjc,35.84,-79.05941409,2020-05-19,train
jyjq,38.307,-121.794,2017-02-28,train
jykd,35.90682315,-79.1324645,2020-05-18,train
jykl,43.466667,-82.0,2017-04-02,train
jykt,35.65636563,-79.25576552,2013-09-18,train
jyku,35.64103557,-79.28423944,2021-06-17,train
jykz,35.67020527,-79.23005989,2015-07-23,test
jyld,37.868,-122.096,2014-07-23,train
jylh,36.6568,-121.614,2019-01-17,test
jylk,39.1635,-122.916,2015-02-08,test
jync,35.478,-79.05768391,2016-08-24,train
jyof,37.7705,-121.292,2013-08-20,test
jyot,38.2399,-121.565,2015-08-20,train
jyou,35.44,-78.86600619,2019-09-17,train
jyqb,35.63776197,-79.29031981,2015-07-07,train
jyqg,35.63640462,-79.29284094,2016-05-09,train
jysf,35.89859,-76.00978,2013-07-16,train
jytd,38.51613412,-95.70697032,2017-08-28,train
jytf,36.7085,-121.749,2019-05-14,train
jyti,37.72404,-95.44053,2014-08-19,train
jyue,45.45,-82.915,2018-08-05,train
jyug,36.03,-78.6944985,2021-04-20,train
jyuj,36.54,-79.0658405,2019-09-19,train
jyus,40.77949407,-85.63747222,2019-05-21,train
jywh,35.87179123,-78.85208672,2019-01-15,train
jywr,35.62626442,-79.31167525,2016-04-06,train
jywz,41.33056393,-85.38360833,2018-07-30,test
jyyk,34.63,-78.58,2019-04-16,train
jyzi,39.1766,-122.189,2015-06-16,train
jzal,37.6399,-121.78,2014-05-13,train
jzaw,38.0505,-121.418,2013-03-19,test
jzbk,35.6389064,-79.28819415,2015-02-11,train
jzbm,37.4363,-120.036,2020-07-14,train
jzcn,37.4312,-120.995,2021-07-13,train
jzcz,38.78910001,-75.16548333,2017-09-12,train
jzdw,41.239436,-80.881107,2019-09-11,train
jzgp,41.707665,-73.382964,2017-07-27,train
jzgx,35.64388335,-79.27895001,2019-11-04,test
jzhh,48.2295,-88.5455,2015-08-28,train
jzii,36.03,-78.68331322,2020-06-24,train
jziy,39.7533,-121.971,2018-05-16,test
jzld,37.2646,-122.026,2015-07-07,train
jzls,35.69429156,-79.18532222,2016-09-20,test
jzlu,35.87,-79.08665217,2017-09-19,train
jzmd,39.2184,-122.05,2015-07-07,test
jznu,38.307,-121.794,2015-07-21,train
jzny,34.942,-120.557,2013-09-19,test
jzoj,39.907,-95.904,2015-08-31,test
jzou,35.69115102,-79.19115542,2018-11-07,train
jzov,38.51613412,-95.70697032,2015-08-03,train
jzpc,36.7085,-121.749,2016-08-30,train
jzph,44.0,-82.35,2016-03-30,test
jzpj,35.86902719,-78.82996472,2017-05-17,train
jzqb,36.6568,-121.614,2020-12-28,train
jzqe,38.40071608,-94.6545508,2019-09-09,train
jzqk,35.71329444,-79.15002642,2016-10-05,train
jzqp,39.99504,-79.23886,2021-06-15,train
jzrg,41.424144,-73.206937,2017-08-10,test
jzsk,35.43,-79.08635557,2021-09-29,train
jztb,35.1245,-120.569,2020-03-16,test
jztl,35.86287797,-78.78074947,2014-07-22,train
jzub,35.65929325,-79.25032779,2021-04-28,train
jzvd,35.87797151,-78.90155053,2015-02-11,train
jzwh,37.9539,-122.374,2014-02-06,train
jzwj,39.7533,-121.971,2018-02-21,test
jzwu,38.5901,-121.731,2014-03-18,test
jzwv,39.61525,-84.96614444,2019-08-06,train
jzxc,35.61,-78.99973247,2021-06-15,train
jzym,37.3204,-120.983,2014-06-10,train
jzyo,37.8189,-121.358,2019-09-17,test
jzza,35.64814169,-79.27104059,2017-07-20,test
jzzl,36.1606,-79.09767593,2015-05-18,test
jzzo,35.66568,-79.04799486,2015-07-25,train
kaax,35.68159635,-79.20890219,2016-10-18,train
kabj,37.0062,-120.6,2020-05-12,train
kabr,35.70765213,-79.16050641,2016-08-10,train
kacu,42.116667,-81.25,2013-08-10,train
kacx,34.85,-78.83,2019-07-18,train
kadk,35.86489665,-78.79690599,2015-07-07,train
kadl,38.0826,-121.241,2019-12-02,test
kaeb,35.68037208,-79.21117615,2017-06-21,test
kaft,35.64766263,-79.2719304,2017-12-06,train
kaga,40.308845,-80.605689,2017-08-15,train
kags,43.7861,-77.1583,2018-08-15,train
kagt,35.90002174,-79.07802946,2017-03-21,test
kagw,37.6756,-121.264,2015-04-01,test
kain,35.6267701,-79.31073601,2015-11-12,test
kaky,38.1223,-121.498,2021-04-29,test
kalc,38.2408,-121.152,2015-01-20,train
kalj,34.85,-78.83,2020-05-19,train
kals,40.968788,-81.119867,2017-09-14,train
kamn,35.98,-78.81206826,2019-10-09,train
kana,37.4125,-120.759,2014-09-09,test
kanj,33.4742,-117.138,2016-11-21,train
kaof,35.70222273,-79.17059092,2015-11-12,train
kaoi,39.08031907,-86.43086667,2018-06-11,train
kaou,39.6375,-95.457,2015-08-31,test
kapq,35.71824477,-79.14083172,2019-09-01,train
kapw,35.65059025,-79.26649267,2016-05-09,train
karc,35.71478486,-79.14725812,2016-08-24,train
karn,33.4734,-117.143,2014-05-14,train
kasw,37.9718,-121.374,2016-02-17,train
katv,35.90126401,-79.08797193,2017-09-20,train
katx,35.70206305,-79.17088752,2019-07-02,train
kaub,35.86,-78.88,2020-07-29,test
kava,35.71332106,-79.14997699,2016-10-05,train
kavp,39.79219,-99.97105,2016-06-20,train
kavv,35.66584046,-79.23816705,2017-08-16,test
kaww,35.70376638,-79.16772375,2014-07-15,train
kaxm,35.69373265,-79.18636033,2017-01-24,train
kayb,36.7081,-121.6,2019-01-17,test
kayh,35.71986827,-79.13781625,2013-06-24,train
kayo,35.87474162,-78.8757001,2020-09-24,test
kbap,35.67257397,-79.22566028,2021-10-12,train
kbbd,34.4384,-119.906,2019-12-06,train
kbbn,48.0825,-89.252383,2014-05-16,train
kbby,37.8817,-121.249,2020-10-20,test
kbed,35.51,-79.04171676,2021-08-30,train
kbfl,35.51,-79.04102469,2021-06-09,test
kbgh,35.64441564,-79.27796134,2019-08-22,test
kbha,35.71377351,-79.14913661,2016-08-10,train
kbhl,35.67757754,-79.2163667,2019-02-19,train
kbis,37.8817,-121.249,2016-06-21,train
kbiu,37.4125,-120.759,2018-04-09,train
kbja,39.400181,-99.45699,2017-09-25,train
kbjj,35.11,-78.944,2013-07-23,train
kbjs,37.4555,-120.722,2014-03-05,test
kbkc,38.2104,-121.262,2017-01-05,test
kbkz,35.65178791,-79.26426815,2015-09-24,test
kbmm,36.9634,-121.491,2021-01-27,test
kbni,36.9599,-121.535,2014-04-23,train
kbnk,38.78199034,-85.69828611,2020-06-16,train
kbnn,39.07775,-96.9059,2016-07-05,test
kbnw,35.89058052,-79.00246665,2020-07-15,train
kbog,35.70946193,-79.1571449,2016-08-31,test
kbok,35.72495167,-79.12837437,2018-07-11,train
kbon,38.8121,-121.774,2014-02-10,train
kbpt,41.992305,-78.929219,2014-08-18,train
kbqj,40.03059,-76.50998,2017-08-17,test
kbqw,37.66,-120.875,2013-11-12,train
kbqy,35.64607,-79.02632859,2016-07-13,test
kbsd,39.21067,-96.97298,2014-06-23,train
kbsl,39.80482,-99.93915,2016-06-20,train
kbtc,35.69495692,-79.18408637,2016-06-07,test
kbtg,36.4638,-119.223,2015-02-24,train
kbts,35.89968012,-79.07529527,2017-02-14,train
kbub,35.70331394,-79.16856413,2019-08-29,train
kbum,37.3609,-120.549,2016-10-29,train
kbvh,42.116667,-81.25,2019-08-10,train
kbwm,35.63659092,-79.2924949,2016-04-06,train
kbxn,37.74668,-97.77936,2021-10-04,train
kbxx,37.9674,-121.464,2020-09-15,test
kbyk,35.98,-78.83443883,2021-05-26,train
kbzh,34.965,-79.08403217,2016-09-22,test
kbzt,43.516667,-79.08,2017-08-16,train
kcao,38.967468,-80.493022,2013-07-09,train
kcbk,38.7604,-120.71,2015-01-20,train
kccx,35.6457996,-79.27539077,2019-02-19,train
kcdc,36.39,-78.93038371,2019-09-30,train
kcee,35.86644949,-78.80933408,2016-04-06,train
kcgk,38.1156,-121.494,2017-04-18,train
kcgs,36.17911,-79.05348203,2013-05-30,train
kchh,35.65519459,-79.25794061,2014-06-10,train
kchr,39.1853,-121.704,2018-01-24,train
kcie,36.03,-78.68356178,2020-06-24,train
kcja,38.814,-86.08063972,2017-08-07,test
kcjk,35.976,-78.72656298,2014-05-12,train
kcmh,36.17,-79.05264165,2018-08-16,train
kcmp,41.6835,-73.4777,2015-08-10,train
kcnd,35.62722255,-79.30989563,2015-08-24,test
kcpi,47.62155,-89.463167,2014-08-27,train
kcpr,37.4363,-120.036,2020-10-13,test
kcrs,35.64207355,-79.28231152,2020-10-22,train
kcsa,37.2764,-120.954,2017-09-12,test
kcsl,41.69317,-75.12969,2019-08-27,test
kcso,41.309434,-80.461686,2016-09-06,test
kcsr,36.15,-79.10568422,2020-05-26,train
kcvp,41.299298,-80.758329,2017-08-25,train
kcwg,33.2892,-117.224,2015-05-06,train
kcwr,37.6106,-121.229,2017-04-11,train
kcxo,36.7593,-121.755,2021-09-29,test
kcxu,35.86915142,-78.83095897,2017-05-17,train
kcyq,35.8576294,-78.73874252,2014-07-15,train
kdan,35.74,-79.08007746,2017-09-18,train
kdbm,36.5,-79.06687861,2019-07-11,train
kdbw,37.7705,-121.292,2014-12-04,train
kdcu,35.62476,-78.70966078,2016-06-08,test
kdcw,35.66741073,-79.23525045,2016-11-21,train
kddx,37.2486,-120.851,2015-04-14,train
kdex,45.32413933,-83.41868609,2017-08-08,train
kdfv,44.878889,-93.490833,2013-09-24,train
kdgh,35.98,-78.82275642,2020-06-01,train
kdgp,38.51301083,-95.70121672,2018-07-09,train
kdgv,35.88058027,-78.92242973,2015-11-12,train
kdhs,45.178333,-86.375,2016-08-06,test
kdhx,35.71622206,-79.14458869,2013-07-09,test
kdjw,35.62847344,-79.30757224,2015-05-06,train
kdkb,38.133,-121.522,2017-06-20,test
kdkd,36.039,-79.08694877,2013-06-27,test
kdlp,38.37611,-97.07583,2016-05-31,test
kdlw,35.89753721,-79.05814451,2016-04-06,train
kdmj,36.06,-78.76,2020-06-01,test
kdmo,41.5726,-75.70775,2021-06-14,test
kdms,36.8754,-121.561,2020-12-28,test
kdnn,35.72479199,-79.12867098,2016-07-29,train
kdof,38.3677,-121.521,2015-09-23,test
kdpl,36.028,-78.716,2013-06-13,test
kdpp,35.88558039,-78.96244819,2018-04-11,train
kdqo,36.1606,-79.09826913,2015-07-27,train
kdro,37.1366,-120.762,2014-11-12,test
kdtg,35.70065247,-79.17350752,2013-07-10,train
kdtk,41.69747,-80.106079,2017-06-21,train
kdtl,35.79,-79.03706997,2021-07-12,train
kdtn,35.458,-78.86799468,2014-08-12,test
kdty,35.69530292,-79.18344373,2016-05-09,train
kduy,39.16522,-96.91105,2016-10-24,train
kdvk,33.3449,-92.52257,2017-08-24,train
kdwd,39.79722,-76.04278,2018-08-01,test
kdxc,37.386,-121.91,2013-04-04,train
kdyh,35.86104563,-78.76608432,2013-09-04,test
kebb,32.0567,-96.7321,2017-06-07,test
kebd,35.61,-78.95349996,2018-07-16,train
kebe,35.63978468,-79.28656283,2017-09-20,train
kecj,35.65,-78.68654452,2021-08-11,train
kect,35.71348074,-79.14968038,2016-09-15,train
kecz,37.2583,-120.475,2017-03-14,train
kedm,35.573,-78.93187508,2013-05-22,test
kedr,35.69652719,-79.18116977,2015-07-23,test
keds,35.72114577,-79.13544342,2018-06-25,train
keec,35.794,-79.01512133,2015-07-23,train
keew,36.8905,-121.801,2017-01-11,train
kefe,35.64132834,-79.28369567,2021-05-24,train
kegf,35.68021239,-79.21147275,2017-07-20,train
kegm,35.72266281,-79.13262569,2013-06-19,test
kegq,35.62476,-78.70941222,2016-06-08,test
kehh,39.8055,-76.05611,2017-09-07,train
keht,35.88809598,-78.9825817,2019-06-11,test
kehw,35.90353114,-79.10611695,2018-12-06,train
keid,35.88322009,-78.94355749,2017-02-14,test
keja,35.6729732,-79.22491877,2021-08-05,train
kekm,35.6,-119.61,2013-03-26,train
kela,35.98,-78.79069194,2018-05-23,test
kepk,39.878126,-86.017742,2017-07-17,train
kepn,34.16,-79.12273891,2014-07-30,test
keqp,35.8998354,-79.07653808,2017-02-14,train
kera,38.38889,-97.09306,2014-07-28,train
kerd,35.764,-79.1071178,2016-06-07,train
kere,39.07775,-96.9059,2015-08-10,train
kerl,35.71228308,-79.15190491,2016-05-11,train
kerr,41.004436,-81.050413,2018-07-05,train
kesu,37.66,-120.875,2014-12-03,train
ketd,35.71260246,-79.1513117,2021-08-11,train
kets,35.67712509,-79.21720708,2019-05-16,train
keuc,38.31806,-96.99139,2021-04-26,train
keuf,38.66955668,-95.61899181,2018-09-04,test
keuk,42.116667,-81.25,2018-04-08,train
keuo,37.4583,-120.967,2019-10-08,train
kevk,39.1766,-122.189,2014-01-15,train
kewa,38.2996,-121.383,2017-12-26,train
kewc,37.5368,-121.049,2014-05-13,train
kewe,37.4583,-120.967,2013-10-15,train
kewf,37.1145,-120.89,2018-05-08,train
keyj,36.9893,-121.533,2018-03-01,train
kfau,41.141242,-81.161385,2016-09-06,test
kfcj,35.794,-79.01522019,2015-08-06,train
kfct,38.1428,-121.47,2021-08-11,train
kfdo,41.420548,-78.735553,2016-10-12,train
kfdw,35.60595,-78.9910328,2016-08-10,test
kfey,43.21885,-85.46762,2017-06-05,train
kffj,34.9645,-96.70763,2017-09-06,train
kffv,39.0258,-121.727,2020-05-20,train
kfgi,43.596667,-78.801667,2016-04-08,train
kfgj,36.592,-79.06411031,2014-07-17,train
kfgz,35.64607,-78.68057904,2016-10-05,test
kfhw,35.5,-77.04,2019-08-08,train
kfid,38.79643622,-97.59567525,2021-05-17,train
kfim,35.74,-79.02,2017-07-20,train
kfio,37.2639,-120.906,2018-09-12,train
kfkk,35.86250529,-78.77776673,2014-06-23,train
kfky,41.841242,-78.994719,2013-06-12,train
kflh,39.3092,-121.595,2014-01-14,train
kfln,35.64867399,-79.27005191,2017-04-18,train
kflr,36.635965,-105.449618,2018-07-26,train
kflt,35.62732901,-79.30969789,2015-08-24,test
kfmb,35.65716407,-79.2542825,2013-06-04,train
kfmv,35.62850006,-79.3075228,2015-05-06,train
kfoa,36.635965,-105.449618,2017-10-04,train
kfoc,35.68806372,-79.19688975,2020-10-22,train
kfon,38.2603,-121.679,2019-07-30,train
kfpw,35.79,-79.0271832,2018-10-18,train
kfre,35.86750541,-78.81778519,2016-07-19,test
kfrw,43.516667,-79.08,2019-04-25,test
kfsf,35.64215339,-79.28216322,2020-09-24,train
kftf,34.941,-79.10163064,2016-07-25,test
kfto,35.6796801,-79.21246143,2017-09-20,test
kfum,35.67,-79.04908241,2020-05-14,train
kfvc,36.9128,-121.744,2018-03-02,test
kfvf,35.67427731,-79.22249651,2020-09-24,train
kfvs,35.84,-79.0595624,2020-05-19,train
kfwq,35.86054872,-78.76210733,2013-07-30,train
kfxj,35.72468553,-79.12886871,2016-07-29,train
kfxm,35.794,-79.00933756,2014-06-10,train
kfxr,32.9464,-117.205,2015-03-01,train
kfxs,35.742,-79.22070396,2015-12-07,test
kfxx,35.67834936,-79.21493312,2018-07-11,test
kfyj,41.469444,-111.023056,2017-08-16,test
kfyu,35.66522832,-79.23930403,2017-11-15,test
kfyx,39.845,-95.376,2014-10-27,test
kfzc,35.72436615,-79.12946192,2018-05-21,train
kfze,39.0258,-121.727,2020-07-15,train
kfzv,36.7085,-121.749,2017-12-13,train
kfzy,35.62775485,-79.30890695,2015-07-07,test
kgak,40.15804,-78.973,2017-09-19,train
kgbq,35.8599897,-78.75763322,2013-06-04,test
kgbz,41.73869,-77.26444,2017-04-25,train
kgch,38.2399,-121.565,2014-12-02,train
kgcy,38.2996,-121.383,2015-04-23,test
kged,35.79,-79.02248698,2017-05-17,train
kgfb,40.4189,-122.214,2015-08-19,train
kgfz,36.1606,-79.09777479,2015-05-18,train
kggt,35.74,-79.02,2017-06-21,train
kggw,36.03,-78.67535924,2019-12-10,train
kggy,45.45,-82.915,2014-08-10,train
kghb,38.7604,-120.71,2021-05-24,train
kghw,40.100835,-75.842549,2018-09-12,train
kgiy,36.16,-79.09990045,2020-07-21,test
kgjd,35.89905898,-79.07032404,2016-11-21,train
kgki,35.61133,-78.97984752,2016-07-27,train
kgkp,37.6578,-121.86,2013-07-09,test
kglj,34.21,-78.92267829,2018-06-25,train
kgmm,35.86262952,-78.77876097,2014-07-16,test
kgmw,35.64076943,-79.28473378,2021-08-05,train
kgnj,46.83236,-121.8633,2017-09-14,train
kgnx,35.69240191,-79.18883203,2017-12-06,train
kgph,37.3097,-120.788,2021-04-13,test
kgpz,35.72306203,-79.13188418,2018-07-05,test
kgqh,35.68836,-78.69946974,2016-08-31,train
kgry,39.274159,-79.959997,2013-10-21,train
kgsh,35.71401304,-79.1486917,2016-05-25,test
kgsq,34.9638,-120.642,2015-03-16,train
kgtp,38.307,-121.794,2014-01-14,test
kgue,35.79,-79.03019866,2019-10-17,train
kguh,44.14,-87.233333,2016-03-27,test
kguw,37.2953,-120.85,2021-01-12,train
kgvk,39.1766,-122.189,2015-08-19,train
kgwh,41.33056393,-85.38360833,2017-06-27,train
kgwp,34.941,-79.10266875,2016-09-22,test
kgyo,39.21067,-96.97298,2015-08-31,train
kgyw,41.890646,-78.925275,2019-09-25,train
kgzi,45.91586,-89.82877,2017-07-25,train
kgzo,37.4583,-120.967,2017-10-10,train
khas,35.91,-78.9,2018-07-23,test
khaw,35.3207,-120.806,2014-04-21,test
khbd,37.6419,-121.228,2017-03-29,train
khbj,42.027378,-78.967089,2015-10-13,test
khcq,35.68974045,-79.19377542,2019-09-04,test
khdn,35.74,-79.02,2019-03-19,test
khea,36.7085,-121.749,2015-12-15,train
kheb,39.58638333,-84.99486667,2020-08-11,test
khej,35.86716379,-78.81505101,2016-06-21,train
khfp,36.05,-76.68,2021-12-07,train
khga,35.86455503,-78.79417181,2015-06-22,test
khgc,36.84907,-107.60725,2018-04-04,train
khib,35.64212678,-79.28221265,2020-10-22,train
khik,39.878126,-86.017742,2018-05-14,test
khil,37.0062,-120.6,2018-07-10,test
khio,36.2109,-119.199,2017-02-08,train
khjj,39.400181,-99.45699,2017-09-18,test
khjy,35.79,-79.03108847,2019-12-05,train
khln,36.00756,-78.97139642,2013-09-17,train
khmn,35.896326,-79.04845059,2015-08-24,test
khmt,38.307,-121.794,2018-03-14,train
khna,35.79,-79.03741601,2021-08-05,train
khnj,36.04,-79.08892613,2018-09-11,train
khnm,35.33794,-79.0454243,2015-06-16,train
khns,35.7,-79.03884959,2020-06-10,train
khoe,36.16,-79.10548648,2020-08-19,test
khog,35.72048,-79.0779518,2015-11-18,test
khoo,40.4189,-122.214,2015-01-21,train
khpb,46.622,-120.556,2017-09-13,test
khpo,37.8189,-121.358,2016-04-19,train
khre,35.65436,-79.01688324,2016-10-05,train
khro,35.3207,-120.806,2017-04-24,test
khsf,47.91117,-90.48658,2017-07-25,train
khsw,46.89435,-85.851333,2017-04-22,train
khtr,37.6106,-121.229,2021-03-19,train
khum,41.55087787,-86.36162603,2016-08-01,train
khuw,44.453333,-82.341667,2018-04-03,test
khvl,35.88,-79.12328268,2014-07-23,train
khvw,35.63299794,-79.29916848,2016-01-27,train
khwb,39.286798,-80.022497,2013-08-28,train
khwf,41.294572,-80.432822,2015-08-12,train
khwr,41.87987,-80.1301,2019-06-18,train
khys,37.3906,-120.958,2014-04-08,train
khyt,35.036,-79.11838873,2021-06-28,test
khzl,37.8817,-121.249,2018-09-18,test
khzr,35.84,-78.98,2017-12-06,train
kiaz,43.58,-77.2,2019-04-25,train
kibf,35.64601252,-79.2749953,2018-11-07,train
kict,39.077955,-96.88081,2019-07-29,test
kicz,35.66022476,-79.2485976,2020-08-13,test
kide,39.21155,-97.00559,2015-10-12,train
kidl,36.482,-79.04260657,2014-07-14,test
kieh,36.21,-76.73,2018-06-25,train
kifk,36.42,-79.07646879,2019-06-21,train
kige,35.64063635,-79.28498095,2021-09-09,train
kigv,32.8567,-116.948,2014-03-01,train
kigw,37.8819,-121.652,2021-01-29,train
kiit,35.68992675,-79.19342938,2019-08-22,train
kijj,35.79,-79.02095453,2017-01-24,train
kijm,36.7593,-121.755,2018-03-02,train
kikz,35.50583,-79.09752763,2016-06-22,train
kilg,35.976,-78.75067348,2015-11-16,train
kilw,35.5065,-79.0951548,2016-07-21,train
kimv,37.6955,-122.057,2014-03-29,train
kinl,35.63321086,-79.298773,2015-11-12,train
