uid,region,severity,abundance
ohrn,south,1,1.452
ohro,south,2,20.161
ohse,northeast,2,57.667
ohua,south,1,2.287
ohue,south,3,172.821
ohvd,south,3,153.941
ohyj,midwest,1,0.88290102
oiad,south,1,15.297
oiay,south,3,411.98
oibv,south,1,1.634
oicf,west,4,1634.528
oidb,midwest,2,26.46
oidc,south,1,1.017
oidz,south,3,165.076
oifc,west,1,1.969137189
oigd,northeast,2,47.733
oiig,west,1,3.896622479
oiiv,south,1,2.293
oijl,northeast,1,0.344121009
oikg,west,4,7630.0
oime,west,4,5290.0
oing,south,1,1.525
oins,west,4,6490.0
oiom,midwest,1,0.348683433
oiox,south,1,14.299
oird,south,1,18.433
oisy,south,1,2.033
oitr,west,3,553.37
oiup,south,1,7.152
oiwl,south,2,20.539
oiwr,midwest,2,39.69
oiyi,midwest,3,686.7
oizu,south,1,9.682
ojaz,west,3,113.6
ojcf,south,3,660.984
ojct,south,2,28.239
ojde,west,4,3093.44
ojff,south,1,3.873
ojgt,south,2,29.31
ojig,south,3,225.974
ojis,midwest,4,1691.66
ojjp,south,3,714.158
ojkw,northeast,3,175.1383333
ojla,midwest,1,0.338030769
ojlw,west,4,2969.693
ojmh,west,4,1420.0
ojmo,south,2,60.512
ojna,northeast,2,40.31307018
ojok,midwest,1,0.323826125
ojop,south,1,5.467
ojpi,south,1,0.145
ojpm,west,4,7737.5
ojpw,south,2,81.213
ojqg,midwest,3,236.25
ojqr,south,1,1.416
ojrg,south,1,1.002
ojsc,west,4,6785.0
ojuo,west,4,4939.8755
ojuy,south,2,55.451
ojwf,midwest,3,133.338
ojxa,south,1,1.722
ojxt,midwest,1,4.727432882
ojzl,midwest,3,180.81
okbg,west,4,6297.5
okdd,west,4,2390.036
oken,west,4,2067.6425
okfu,northeast,1,0.221473214
okhm,south,1,0.436
okir,midwest,3,366.683
okjn,south,2,61.48
okms,south,1,0.323
oknd,south,1,4.429
oknl,south,3,188.433
oksh,south,2,29.552
okui,west,4,3223.7
okur,south,1,14.87
okwp,midwest,3,192.465
okxc,midwest,1,0.170932239
okyx,northeast,1,0.933
olaf,south,1,1.957
olcd,midwest,3,384.3
olch,west,4,6925.0
olda,south,1,1.743
oldd,south,2,25.085
oldn,west,4,6297.5
oldy,west,4,5731.205
olef,south,1,14.523
olfj,northeast,2,26.667
olfr,midwest,3,191.835
olgy,south,1,0.626
olib,west,3,230.9765
olic,south,1,5.555
olif,northeast,3,491.6820408
olks,south,1,2.977
ollq,south,1,4.066
ollr,south,3,694.189
olmh,midwest,4,1494.675
olne,south,1,4.684
olnt,south,1,0.109
olnw,south,2,39.792
olqn,west,4,8740.0
olrr,south,2,88.105
olun,south,3,126.474
oluu,midwest,3,631.26
oluw,south,3,102.628
olvs,northeast,4,2835.333
olvx,midwest,3,368.909
olwp,northeast,1,10.82
olxg,south,1,1.968
olxy,south,1,13.774
olyf,south,1,9.682
olzb,south,2,32.158
olzk,south,1,1.379
olzt,south,1,14.39999962
olzw,south,1,1.614
omai,west,5,43567.60027
omay,west,4,2888.2805
ombc,west,4,7377.5
omcf,south,2,34.855
omcq,south,1,9.682
omev,midwest,1,0.944752433
omgs,northeast,2,60.4422
omib,west,4,4390.0
omjo,west,4,9132.5
omkg,south,1,3.389
omkk,west,4,5380.0
omks,midwest,3,204.8918
ommi,south,2,81.618
omnc,northeast,1,0.250555556
omov,south,1,4.756
ompl,south,2,50.60000038
omqf,south,1,5.373
omql,south,1,4.507
omsm,south,1,2.178
omth,northeast,1,4.8
omtx,south,2,21.784
omuv,south,1,10.957
omvz,midwest,1,0.106872038
omxi,west,4,4510.0
omyt,south,3,342.738
omzm,midwest,1,2.52852381
omzv,south,3,721.298
onai,northeast,1,2.636615385
onaz,south,1,4.429
onbi,west,4,5219.9345
onbk,south,2,67.386
onbm,northeast,1,2.807475
onbo,west,1,1.7
onbw,west,4,1690.66
onbx,northeast,3,320.21
oncc,south,1,0.153
oncj,midwest,2,59.92601429
oncw,south,1,1.452
onde,west,4,6395.0
ondl,midwest,3,834.698
onef,west,4,5397.5
ones,northeast,4,1159.333
ongs,west,4,7066.37
onhj,south,3,173.729
onij,northeast,3,100.6407326
onka,midwest,1,0.389464594
onlg,midwest,4,3592.26
onli,south,1,1.694
onll,south,1,3.417
onmg,west,4,2787.5
onoe,northeast,3,348.705
onrq,south,2,51.13496403
onrv,south,1,12.315
ontq,northeast,1,0.933
onui,south,1,1.111
onvh,south,1,3.594
onvk,south,1,17.427
onvu,south,1,1.815
onvx,south,3,321.922
onwc,west,4,4353.7055
onxb,south,1,0.736
onzv,west,4,6727.5
oobi,south,2,45.384
oodg,south,1,0.762
oofh,south,2,88.105
oofk,west,4,6255.0
oofn,south,4,1418.124222
ooin,west,4,1885.375
ooka,west,4,3551.0
ooku,west,4,1005.64508
ooma,south,3,183.955
oomk,south,1,2.553
oomm,south,1,19.72
ooqe,south,2,41.689
ooqi,south,1,7.745
oori,west,4,6422.5
ootb,south,3,130.705
oots,midwest,4,4528.125
oouj,west,4,1829.918
oovq,northeast,1,0.865458422
oowj,south,1,0.689
ooxs,northeast,1,0.814514621
ooxz,south,3,747.197
oozc,south,1,3.485
oozi,south,1,14.523
oozx,south,1,0.207
opap,south,2,39.575
opba,midwest,4,5672.376
opbv,midwest,3,251.37
opci,midwest,3,458.64
opcq,south,1,0.726
opcu,west,1,1.45
opdc,midwest,1,0.621570513
opeb,south,2,79.12
oper,south,2,43.568
opeu,south,1,3.505
ophg,west,4,4545.75
ophs,midwest,1,1.054223174
ophy,west,4,2845.946
opim,south,3,107.112
opja,south,3,477.799
opjj,south,2,91.319
opkh,south,1,7.038
opkw,south,1,0.645
opmw,west,4,3042.17333
opnk,midwest,3,258.3
opqv,west,2,25.7
opqy,northeast,2,63.333
opsk,south,2,31.95
optr,west,4,6857.5
opua,midwest,1,4.901
opvk,west,3,966.0
opxc,south,1,18.656
opxd,midwest,1,4.550073305
oqbk,south,4,1894.61
oqbq,south,2,21.784
oqcg,west,4,4500.0
oqci,south,2,57.533
oqda,south,1,10.166
oqdt,south,1,5.009
oqfj,south,5,20354.532
oqhk,northeast,1,0.916715804
oqio,south,2,82.125
oqiq,south,1,13.071
oqjf,south,3,115.02
oqjq,west,4,6142.5
oqjx,south,1,2.49
oqlo,south,1,16.266
oqlz,west,4,1859.2265
oqmx,south,1,1.13
oqmy,south,2,99.392
oqod,northeast,1,0.022442277
oqpj,south,1,19.672
oqpl,south,1,9.759
oqpq,south,1,0.358
oqqj,south,1,11.792
oqqn,northeast,1,0.187916667
oqre,midwest,2,77.118
oqrn,south,4,8515.092
oqsf,west,4,2077.412
oqsq,south,2,36.307
oqta,south,2,99.118
oqwd,south,1,2.465
oqxi,midwest,1,2.419
oqzp,south,1,5.373
oqzt,south,1,1.416
orbl,northeast,3,169.2335
orcf,south,1,7.261
orcn,west,4,6035.0
orez,midwest,2,92.455
orgt,south,3,355.807
oris,south,1,0.145
orjb,midwest,3,339.255
orjh,south,1,2.641
orjl,south,2,41.39
orjn,south,1,3.227
orjq,south,1,2.129
orlg,south,1,0.263357664
ormj,south,1,5.083
ornc,south,2,20.332
ornf,west,4,1641.041
orpf,west,3,174.435
orpo,northeast,1,17.44356884
orrj,northeast,2,44.275
orso,south,1,3.351
orte,northeast,1,9.544986205
orto,west,4,4767.5
orts,south,1,0.508
ortw,midwest,2,80.955
oruc,south,1,0.83
orvu,west,4,1415.766665
orxj,south,1,2.504
oryx,south,1,3.021
orzz,south,1,16.597
osci,northeast,3,487.933
osck,south,1,0.871
oscy,west,4,4037.825
osej,south,1,11.001
osfg,west,4,2945.0
osgk,midwest,1,15.5
osgw,northeast,1,1.111619718
oshl,midwest,3,297.36
osiz,south,2,25.415
osjg,south,2,66.079
oskr,west,4,2102.5
oskv,midwest,1,2.577295336
oskw,south,1,0.81
osll,south,1,5.083
osmq,south,1,6.115
osou,midwest,1,0.887451414
osqu,northeast,1,1.355117371
ossh,northeast,3,192.267
ossw,midwest,2,22.489
ostd,south,1,1.709
ostm,west,4,5610.0
osto,northeast,2,32.55460784
osuj,south,2,38.082
osvt,midwest,1,1.534441222
osxi,northeast,1,8.8452
osxp,northeast,2,84.333
osxr,south,1,1.113
osye,northeast,5,113342.2
oszb,south,2,46.763
oszl,south,3,207.7013
oszw,south,1,5.083
oszz,south,3,223.626
otag,west,4,2275.120165
otbf,south,1,5.809
otcd,south,1,0.344
otcf,midwest,3,396.415
otdh,south,1,11.863
otdu,west,4,5647.225
otdw,south,3,745.503
otex,south,2,20.731
otff,south,1,0.66
otgn,west,3,619.75
otgw,west,4,3222.5
othc,west,4,7317.5
otkg,south,3,186.376
otkn,south,1,2.734
otnr,northeast,3,158.133
otoi,south,1,0.29
otqe,west,4,1876.646665
otsu,south,2,20.622
otta,midwest,2,55.492
ottg,west,4,2256.5195
otwp,northeast,3,324.15625
otxu,west,4,5820.0
otxy,south,2,31.694
otzh,south,1,18.88
oubt,west,4,3266.0345
oufj,south,1,1.924
oule,south,1,3.631
ouna,south,1,1.445
ounk,west,4,4760.0
ouqd,south,2,25.495
ouqq,south,1,9.682
ours,south,1,1.848
ourx,west,4,5510.0
outz,west,4,2653.8125
ouuh,northeast,1,13.36678827
ouwt,midwest,3,110.7
ouxe,west,4,5685.0
ouyc,northeast,3,832.667
ovad,south,1,17.427
ovay,midwest,4,4095.0
ovaz,west,4,5302.5
ovcn,west,4,7157.5
ovdb,west,4,1116.7445
ovdg,south,1,4.357
ovdm,west,4,5532.5
oved,west,4,2595.1955
ovet,south,3,341.648
ovgd,west,4,7457.5
ovgw,south,4,1314.83
ovhg,west,3,105.98
oviq,south,1,0.254
ovja,west,4,1667.5
ovjr,midwest,3,276.255
ovjv,west,4,2196.61333
ovki,northeast,2,43.3836
ovlo,midwest,3,206.621
ovne,south,1,0.218
ovpg,south,2,30.0402
ovqc,northeast,2,74.267
ovqu,south,1,0.626
ovth,south,1,0.218
ovtk,west,4,6270.0
ovtl,south,1,1.815
ovxj,midwest,1,1.89
ovzd,midwest,3,113.4
ovzq,south,1,6.479
owaj,west,4,3755.0
oway,south,1,1.815
owbe,midwest,2,40.9198
owei,south,1,15.975
owek,south,1,9.295
owfe,south,3,412.931
owgw,south,2,78.786
owhw,south,1,6.535
owiw,midwest,1,4.142
owlv,south,3,927.521
owov,south,2,60.778
owqu,west,4,1263.287
owri,northeast,2,77.29094203
owst,south,1,5.724
owto,south,3,162.05
owuf,west,4,6587.5
owwh,midwest,3,124.74
owwq,south,2,69.767
owzu,west,4,4829.1545
oxbc,west,4,7127.5
oxbk,west,4,6652.5
oxcq,west,4,7235.0
oxdj,south,3,117.473
oxep,west,4,5775.0
oxfp,northeast,1,0.0
oxge,northeast,2,21.867
oxgj,south,2,34.086
oxgo,west,4,6137.5
oxji,west,4,3413.25
oxkg,west,4,6369.479
oxlm,south,1,4.841
oxmx,south,1,19.276
oxnb,south,2,78.423
oxoo,midwest,1,5.355
oxpo,south,1,0.254
oxtb,midwest,1,13.23
oxue,south,2,46.473
oxui,south,2,22.591
oxwm,west,4,5850.0
oxxz,south,1,7.752
oxzm,south,1,0.25
oyal,south,1,11.328
oycg,west,4,3135.25
oydz,south,1,2.178
oyeh,south,1,15.41
oyek,south,1,4.938
oyel,south,3,134.301
oyen,west,4,5892.5
oyer,south,2,39.05
oyfi,south,1,3.936
oyga,midwest,1,0.573052737
oyiv,northeast,1,10.30386861
oyjt,south,3,219.584
oyka,midwest,4,2475.9
oymj,midwest,1,1.326470588
oynl,south,1,12.707
oynm,south,2,49.741
oyow,south,1,6.293
oyoz,south,1,13.223
oypc,south,2,95.85
oypd,west,4,5937.5
oyrr,midwest,2,27.85256898
oyrs,south,2,23.166
oyst,west,4,4825.0
oysx,west,4,2324.906
oytc,midwest,1,0.075117949
oyth,south,1,12.49
oytm,northeast,2,68.667
oyvf,south,1,5.325
oyxb,northeast,3,157.1335
oyxd,south,1,10.562
oyxn,south,1,5.256
oyyi,west,4,1788.993333
oyyt,midwest,2,91.244
oyyv,west,4,5097.5
oyzn,south,3,348.547
ozae,south,1,12.949
ozcb,south,2,22.873
ozcq,west,4,4617.5
ozda,south,1,10.327
ozde,west,4,6712.5
ozdh,midwest,3,595.35
ozdk,south,2,31.797
ozeo,northeast,1,11.87601279
ozfe,south,1,0.911
ozfi,west,4,5337.1685
ozgx,west,4,7072.5
ozit,south,3,130.705
ozjl,midwest,2,68.043
ozkl,west,4,1536.833
ozlr,midwest,2,86.94
ozms,south,3,350.725
ozne,south,2,35.581
ozps,south,3,648.007
ozqs,west,4,6337.5
ozrn,south,2,39.938
ozsk,midwest,1,0.224988648
ozst,west,4,1849.0
ozvy,south,3,311.15
ozvz,midwest,1,0.41463761
ozxm,west,4,6862.5
ozyb,northeast,1,4.212
ozyh,south,1,8.169
ozyn,west,4,5200.0
ozyx,west,4,3675.0
paaq,west,4,3515.0
paaz,midwest,2,98.94
pacs,south,1,0.581
pacu,midwest,1,8.360985397
paeg,west,4,4780.5
paev,midwest,1,1.884
paez,northeast,1,2.199815714
pagi,west,4,4372.5
pahc,south,1,12.707
pahf,south,1,0.29
pahl,south,1,2.793
paif,west,4,3148.8005
pajm,south,3,186.617
pajo,south,3,114.004
pajv,west,4,2795.0
paln,south,2,42.248
palr,south,1,1.263
pamd,south,2,50.647
pamv,south,2,29.046
paom,south,1,1.779
paoo,midwest,3,728.28
papf,south,2,80.198
papg,south,1,10.644
paqo,south,2,22.54
paqv,west,4,1926.375
paso,south,3,746.955
patd,west,4,5657.5
patt,south,1,6.469
paud,south,1,2.033
pavf,midwest,1,1.137835714
pavo,west,4,1517.294
pawt,south,3,110.662
paxd,northeast,1,12.6
pbbj,west,3,206.69357
pbde,south,1,15.444
pbdu,south,3,327.247
pbfb,midwest,1,0.675
pbfl,south,1,10.166
pbfp,south,1,15.104
pbjc,south,3,373.962
pbkq,west,4,3523.298
pbnc,south,2,31.042
pbol,west,4,6250.0
pbpm,midwest,3,333.774
pbro,south,1,14.275
pbuv,midwest,3,646.51
pbvh,west,4,1071.1535
pbvm,midwest,3,304.92
pbvp,west,1,0.101379502
pbvs,midwest,3,246.83
pbwr,west,3,246.142
pbxf,south,2,33.195
pbyz,south,4,1401.448
pbzc,south,2,59.906
pcaa,south,1,2.42
pcao,south,1,13.156
pcbo,south,1,1.538
pceh,west,3,985.182
pcev,south,3,641.908
pchc,midwest,3,742.77
pcht,west,4,4815.0
pcmf,west,4,2500.0
pcmv,west,4,3985.721
pcmx,west,4,4840.0
pcnl,south,1,0.254
pcqb,south,2,37.723
pcrb,south,2,20.954
pcuh,south,2,21.3
pcvl,west,4,4575.0
pcvn,south,1,1.496
pcvp,south,1,1.38
pcvq,midwest,2,97.271
pcwn,south,2,58.091
pcxy,south,2,27.755
pcyq,west,3,875.7
pczw,south,1,14.523
pdba,south,1,16.993
pdbc,west,4,6425.0
pdbp,west,4,7555.0
pdbx,northeast,2,34.3278
pddf,south,1,2.504
pddo,south,2,21.058
pdei,south,1,8.49
pdfq,midwest,3,437.285
pdgd,south,3,810.527
pdgg,midwest,1,0.356113054
pdht,northeast,3,146.497774
pdjp,northeast,3,255.437069
pdls,south,3,139.153
pdmq,south,2,23.721
pdpm,northeast,3,104.8233333
pdpp,south,2,45.021
pdsv,west,4,3795.0
pdww,west,4,7262.5
peaq,west,4,3904.3085
peda,south,1,7.503
pede,south,2,96.334
pefn,south,3,290.528
pefq,northeast,1,0.895367647
pegs,south,2,78.05000305
pegy,south,1,6.172
pehi,northeast,5,16056.6
peib,northeast,1,5.6862
pekm,west,4,3160.0
pelj,south,1,14.958
pemb,south,1,0.218
pepd,west,4,4992.5
pevh,west,4,1009.28
pews,northeast,2,35.5914
pexr,south,2,31.224
peyo,south,1,0.958
pezc,midwest,2,32.2014
pezp,northeast,4,2400.0
pezr,south,1,0.762
pfad,south,1,3.389
pfak,west,4,6340.0
pfan,south,1,3.268
pfci,west,4,4005.26
pfcn,south,1,0.944
pfcv,south,1,4.005
pfdz,west,4,6205.0
pfei,south,1,0.968
pfek,south,2,27.321
pfgl,south,1,13.555
pfgm,midwest,3,188.654
pfjm,west,4,2731.33
pfjo,west,4,5277.5
pfkl,south,2,29.263
pfko,south,3,163.817
pfly,west,4,2881.7675
pfnf,midwest,1,0.134800661
pfnt,west,4,7742.5
pfob,south,1,1.162
pfog,northeast,3,206.2
pfop,west,4,7867.5
pfpv,west,4,5710.0
pfqm,south,1,5.187
pfrf,west,4,5692.5
pfsh,west,3,136.538
pfsx,south,1,2.178
pfte,midwest,3,508.41
pfth,south,1,13.5084
pftj,south,1,6.455
pfuj,south,3,133.319
pfvs,west,1,8.9577
pfxk,south,1,13.797
pfxx,south,2,27.392
pfye,west,4,1541.25
pfyo,west,4,5857.5
pgbc,west,4,5788.0
pgco,south,1,9.705
pgdx,south,3,973.741
pgfk,west,4,4321.1405
pgfn,midwest,3,617.48
pggw,west,4,5062.5
pgho,west,4,4386.5
pghw,midwest,2,28.35
pgiu,midwest,3,160.65
pglc,south,2,22.822
pgoi,west,4,6797.5
pgpi,south,1,8.714
pgpl,south,1,3.873
pgrk,south,1,4.066
pgro,west,4,1200.25
pgsf,west,4,6647.5
pgtr,south,1,5.809
pgup,midwest,4,3812.414
pgvb,midwest,3,989.262
pgvg,west,4,2933.8715
pgwd,south,2,71.853
pgwz,midwest,1,18.62083333
pgxt,south,1,1.936
pgzq,midwest,1,0.165149595
phbh,northeast,1,0.479787234
phbk,west,4,1419.95
phbt,west,4,3097.5
phdt,west,4,1390.2905
phdu,south,2,61.359
phie,south,2,89.557
phjo,west,4,3169.5
phkn,northeast,1,13.8996
phnb,midwest,4,5013.54
phnu,west,4,6175.0
phoh,south,1,12.308
phoz,south,2,64.489
phsb,midwest,1,0.243370417
phuf,south,3,155.878
phuj,south,1,7.792
phvu,south,1,17.559
phxp,south,1,0.036
phyw,west,4,4327.5
phzm,south,2,45.08
pidq,west,4,4947.5
pihn,west,4,5625.0
piiq,west,4,2363.984
pijh,south,2,81.328
pijy,midwest,4,1047.1
pike,south,3,592.529
pili,west,4,6395.0
pilu,west,4,3765.0
pimf,south,4,1427.53
pimy,midwest,3,613.557
pinl,midwest,1,1.305
piof,midwest,1,6.3
pipt,west,4,5669.3315
pisw,west,4,5010.0
pitj,midwest,1,1.31338751
pitv,midwest,1,0.303422857
pivz,west,4,3464.34
piyr,south,1,1.017
piyv,south,1,0.83
piyx,west,3,862.7375
pizc,midwest,1,13.956
pjed,south,3,106.204
pjhk,south,2,66.693
pjhl,south,1,1.291
pjhq,south,3,134.301
pjnw,midwest,3,354.375
pjog,south,1,1.252
pjpb,south,2,50.83
pjqv,west,4,6535.0
pjrf,south,1,3.381
pjru,south,1,7.988
pjsh,northeast,3,131.733
pjso,south,2,29.8552
pjwj,south,1,3.631
pjxb,west,4,1026.3433
pjxk,west,4,3464.0
pkaa,south,1,9.517
pkag,northeast,1,6.9498
pkan,northeast,1,0.10457971
pkar,south,2,72.614
pkco,south,3,455.047
pkdh,south,4,1038.045
pkea,south,1,0.968
pkfu,midwest,1,13.23
pkgf,west,4,3907.565
pkgh,midwest,1,0.222127291
pkgr,south,1,11.618
pkhf,midwest,2,31.6
pkhy,west,4,6418.3265
pkin,south,2,21.914
pkjb,south,3,358.59
pkjg,south,1,9.751
pkjw,south,1,10.474
pklb,south,2,25.173
pkob,midwest,1,0.446837094
pkph,west,4,4767.5
pkqm,northeast,1,0.090426065
pkra,west,4,6777.5
pkrg,west,4,6082.5
pksh,south,1,4.696
pkuu,west,4,3566.25
pkvk,midwest,3,170.873
pkvt,south,3,803.09
pkxt,south,2,62.24
pkzf,south,1,0.073
pkzq,south,2,37.977
plbj,midwest,1,0.14397712
pldd,south,1,0.05
pldn,west,4,2823.5
plen,west,4,1777.814
plgt,midwest,1,2.774739777
plhd,midwest,1,0.443812537
plhf,west,4,4827.5
plhq,south,1,0.501
plig,south,3,177.904
plii,south,1,9.682
plim,south,1,10.087
plip,west,4,5142.5
pljt,south,2,42.6
plky,south,3,287.188
ploc,south,2,27.455
plph,midwest,3,978.075
plrf,south,1,16.266
plrp,midwest,2,59.85
plrq,south,1,7.189
plry,midwest,3,101.745
plsc,south,3,130.433
pltg,west,1,2.860855585
pltq,south,2,58.091
plwo,south,3,249.792
plzy,west,4,3642.5
pmag,south,1,1.61
pmav,west,4,7067.8
pmbk,south,1,0.313
pmbl,midwest,3,130.01
pmcv,midwest,1,0.669831697
pmdh,south,1,0.145
pmdl,northeast,2,24.52
pmej,west,4,2957.5
pmfo,south,2,20.609
pmgi,south,2,43.689
pmgv,south,3,159.751
pmms,south,3,378.61
pmnc,west,4,5847.5
pmnd,south,1,17.874
pmnm,midwest,1,0.573
pmnz,south,1,2.178
pmpq,south,1,1.452
pmqc,south,2,22.511
pmqr,west,4,1634.528
pmrs,west,4,1316.25
pmuv,west,4,5270.0
pmvd,south,3,312.724
pmwg,west,4,2813.381
pmwm,south,1,0.157
pmww,west,4,1470.886663
pmxl,west,4,5267.5
pmyv,west,4,4409.066
pmzb,south,1,10.856
pmzd,south,1,1.961
pnbe,south,1,0.028047264
pnbv,south,2,25.657
pndl,west,4,7217.5
pnfd,west,4,5862.5
pnfk,south,2,66.46
pnhb,midwest,2,71.902
pnin,northeast,1,4.6332
pniv,south,1,11.618
pnjm,northeast,1,7.7922
pnkj,west,3,924.611
pnkk,west,4,1295.852
pnlg,south,1,3.9
pnmn,west,4,5742.5
pnnu,south,3,559.127
pnof,midwest,3,329.898
pnoo,midwest,1,13.23
pnov,south,3,136.733
pnpl,south,2,22.444
pnqk,northeast,1,17.8
pnqr,south,1,1.983
pnrj,south,1,7.745
pnrp,south,2,45.747
pnry,south,3,312.966
pntd,midwest,3,288.883
pnun,midwest,1,1.44649
pnvi,northeast,4,1902.4
pnvy,south,3,196.472
pnwy,midwest,1,15.769
pnxh,south,2,93.022
pnxk,west,4,1525.5
pnxu,midwest,4,1379.036
pnyi,midwest,4,1335.812
poau,midwest,4,1268.917
pocz,south,1,7.922
podg,west,4,5012.5
podj,west,4,5970.0
pogk,west,4,2885.024
pogt,northeast,3,240.9264
pohw,midwest,1,1.031356589
poij,west,4,5435.0
poin,midwest,3,761.685
poix,south,1,1.452
pojf,south,1,4.357
pojg,south,1,19.198
poji,south,3,446.091
pojq,west,4,4355.0
pojt,midwest,1,13.68228635
poke,south,1,0.524418605
poll,west,4,4643.534
polr,south,3,441.856
pomm,south,1,2.905
pomx,south,2,32.434
popi,south,3,100.812
porl,south,2,45.628
pouz,south,2,24.626
povb,midwest,3,246.421
powf,midwest,3,954.135
poxk,south,1,1.694
poxy,midwest,1,0.983314815
poyx,south,1,1.452
pozk,south,1,0.109
pozq,west,4,5292.5
ppal,west,4,3109.7225
ppaz,south,2,20.332
ppcu,south,2,43.568
ppda,west,4,5377.5
ppdv,south,1,1.525
ppek,south,2,29.834
ppel,west,4,3975.9515
ppgj,south,1,14.886
ppid,midwest,2,34.524
ppip,south,3,102.155
ppkd,west,4,2250.0065
ppkj,south,1,0.396
ppmo,midwest,1,3.78
ppnm,west,4,6642.5
ppnq,midwest,3,876.356
ppoh,west,3,695.0
ppqa,south,2,27.035
ppuv,west,4,1672.0
ppvb,south,2,82.577
ppve,south,1,2.42
ppyq,south,1,0.29
ppzi,south,2,22.845
pqbm,south,1,1.307
pqbq,south,1,8.859
pqdk,south,3,471.022
pqem,south,3,205.013
pqfj,south,1,14.523
pqfr,west,4,6002.5
pqgv,south,1,0.399
pqgz,south,1,14.523
pqhu,south,2,75.955
pqio,south,2,56.155
pqjy,south,1,3.319
pqkr,midwest,1,7.511982463
pqmr,south,1,2.922
pqnn,south,1,0.1
pqnr,midwest,2,40.32
pqpk,south,1,18.491
pqpy,south,1,9.801
pqqa,south,1,4.466
pqqt,midwest,1,0.027056815
pqsc,south,1,6.1
pqsg,west,4,5547.5
pqsi,west,3,757.1915
pqsp,west,4,1178.618
pqwi,midwest,1,0.778503267
pqwn,midwest,1,0.192510319
pqwt,west,4,3477.707
pqyz,midwest,2,51.03
pqzf,west,4,5234.093375
praf,midwest,3,305.414
prci,south,2,25.415
prcz,south,2,88.105
prdi,south,2,36.658
prfp,south,1,1.162
prfz,west,1,9.166517433
prgf,west,4,4529.5565
prgi,south,1,1.089
prhk,west,4,6675.0
prkc,west,4,2705.9165
prlf,west,4,1820.99
prnv,south,1,5.426
prof,northeast,1,3.758333333
prpj,south,3,312.603
prps,west,4,1852.7135
prpz,west,4,5140.0
prqz,midwest,3,337.995
prrm,west,4,6420.0
prrq,west,4,4047.5
prsu,west,4,1693.145
pruh,south,3,121.326
pryg,west,4,2171.8505
prym,south,3,116.344
pryz,west,4,5892.5
przy,south,3,233.091
psbj,south,3,128.345
psbp,midwest,3,102.375
psdt,northeast,1,13.4784
psei,south,1,7.624
psfk,west,4,1201.4135
psfy,south,1,3.5
psil,west,4,3975.0
psiz,west,4,4840.0
pskh,northeast,1,6.9498
psln,south,1,0.438
psnv,south,1,12.49
psos,northeast,5,35407.333
psqe,northeast,1,5.180405405
psrl,south,1,2.082
psst,west,4,9355.0
pssz,south,1,0.69
psth,northeast,3,451.1052
pstt,south,1,2.033
psue,south,1,1.398
psvl,south,1,4.356
psvo,south,1,1.691
psvt,west,4,7457.5
pswl,west,4,8027.5
ptaw,south,1,8.978
ptbc,south,1,9.682
ptcf,south,1,5.191
ptcn,south,1,1.936
ptdv,midwest,1,0.812935278
pteh,midwest,1,6.384522619
ptep,west,3,328.9333325
pths,northeast,2,63.3906
ptij,northeast,1,0.011053922
ptjv,northeast,3,394.533
ptkj,south,2,82.296
ptkp,south,1,10.166
ptnf,south,3,203.319
ptoa,west,4,7142.5
ptod,south,1,0.626
ptoe,south,3,316.908
ptot,west,4,5070.0
ptov,south,1,2.226
ptpi,south,1,10.166
ptqt,south,1,0.377
ptro,northeast,1,14.43956996
ptsh,south,1,0.391
ptuh,northeast,1,0.195086506
ptui,northeast,4,1380.0
ptum,south,1,2.42
ptwc,west,4,4405.0
ptwh,south,1,0.581
ptwj,midwest,1,19.53
ptxc,west,3,841.6
ptxg,south,2,54.46
ptxi,midwest,3,166.613
ptzo,south,1,1.452
ptzu,south,1,15.452
pubc,south,3,174.515
pufx,south,1,12.448
puhn,south,2,52.282
puhx,northeast,1,0.0
pulf,west,2,45.82
pumj,midwest,3,107.218
puoh,west,4,1207.9265
puou,west,4,3008.771
puow,northeast,1,0.155517241
purf,south,2,76.245
pusi,south,3,485.545
pusm,northeast,1,15.067
puvx,midwest,3,230.05
puwe,northeast,1,2.533
puwg,midwest,3,472.815
puwq,south,2,50.715
puxz,south,3,176.21
puyd,south,1,4.841
pvae,northeast,1,19.66766917
pvbs,midwest,3,154.141
pvdc,south,1,19.364
pveo,west,4,1601.963
pvfa,south,1,0.1
pvff,south,3,994.084
pvgh,west,4,6215.0
pvie,midwest,4,2054.587
pviu,south,2,46.763
pvjs,midwest,3,337.172
pvkz,south,1,0.544
pvmj,south,3,464.148
pvmk,midwest,1,2.398
pvpu,west,4,7390.0
pvqt,midwest,1,0.946153846
pvrb,south,1,1.017
pvsk,midwest,3,712.05
pvtu,west,4,6680.0
pvvf,south,1,1.452
pvvy,west,4,4454.657
pvwe,south,1,0.758
pvxx,midwest,2,22.68
pvyh,northeast,2,75.467
pvzy,south,2,29.046
pwcp,south,1,9.295
pwcw,south,4,1080.01
pwdf,west,4,1535.0
pwef,south,2,22.809
pwfg,south,1,0.924
pwmc,south,1,8.766
pwmg,west,4,2282.5715
pwmh,midwest,1,2.826305339
pwml,south,1,5.809
pwmm,south,1,11.354
pwmq,south,1,1.367
pwog,west,4,3350.0
pwpd,south,1,1.706
pwpv,south,1,1.997
pwpz,south,1,10.224
pwsv,south,3,117.635
